objectId,clusterId,area,perimeter,compactness,meanB1,stdB1,meanB2,stdB2,meanB3,stdB3,meanB4,stdB4,meanB5,stdB5,meanB6,stdB6
1013,2,110,51.4142,24.0311,0.0713849,0.00788821,0.0697847,0.00799647,0.0661607,0.00815312,0.0684027,0.00765022,0.283743,0.13502,0.282555,0.0526159
1014,2,1039,178.083,30.5232,0.131128,0.0307897,0.135444,0.0287527,0.140333,0.0269756,0.118743,0.0320295,0.20833,0.0233003,0.299053,0.0710549
1015,2,102,47.0711,21.7224,0.0643605,0.000713707,0.0609705,0.000837335,0.0579803,0.000851473,0.0598414,0.00069126,0.495617,0.0190386,0.251192,0.00486241
1016,2,104,40.4853,15.7602,0.164763,0.0181767,0.163499,0.0161722,0.163275,0.014483,0.156144,0.0196575,0.211312,0.0264653,0.287682,0.0108745
1017,2,386,176.385,80.6,0.0656084,0.00123359,0.0623695,0.00103874,0.0587476,0.00116961,0.0612881,0.000964841,0.482262,0.0419074,0.224076,0.0204755
1018,2,1290,191.941,28.5592,0.0877506,0.0106789,0.0872017,0.00981884,0.0852662,0.00941473,0.0848122,0.00954744,0.202198,0.0207377,0.332605,0.0244759
1019,2,205,92.4853,41.7245,0.0852015,0.0387698,0.0825314,0.0392696,0.0805621,0.0399858,0.0797945,0.0361038,0.41649,0.109513,0.249143,0.0401339
1020,2,12822,883.161,60.8309,0.0770937,0.00648313,0.077118,0.00614858,0.0758027,0.00584019,0.0745802,0.00628116,0.200215,0.0276875,0.244481,0.0679269
1021,2,97,40.8284,17.1852,0.0643616,0.000720749,0.0614086,0.000791935,0.0587544,0.000934821,0.0603636,0.000729652,0.514817,0.0444843,0.235581,0.00500661
1022,2,72,34.8284,16.8475,0.0672386,0.00082883,0.0641111,0.000891488,0.0603769,0.000888224,0.0626998,0.000807911,0.474837,0.0363774,0.249625,0.0147212
1023,2,247,107.556,46.8355,0.0664003,0.000849158,0.0631027,0.00083393,0.059299,0.00105028,0.0619059,0.000945003,0.501691,0.0387877,0.249644,0.0125219
1024,2,2232,338.894,51.4558,0.124555,0.0277882,0.127477,0.0255696,0.131013,0.0237937,0.113405,0.0296978,0.202901,0.0282432,0.293425,0.0320284
1025,2,130,74.8284,43.0715,0.0649162,0.000736673,0.0614353,0.000913731,0.058036,0.0014529,0.0603977,0.000842987,0.481689,0.0253641,0.265696,0.0242928
1026,2,246,73.8995,22.1997,0.0687053,0.00102458,0.0657666,0.000985555,0.0631934,0.000982335,0.0644734,0.000865888,0.49517,0.0292934,0.222863,0.012909
1027,2,262,92.1421,32.4052,0.0672165,0.00127466,0.0641138,0.00117946,0.0607033,0.00115582,0.0628558,0.00116036,0.49057,0.0315169,0.305859,0.0111487
1028,2,65,32,15.7538,0.0633544,0.0008283,0.0602365,0.000763238,0.0574883,0.000978759,0.05926,0.000741417,0.48905,0.0335851,0.25738,0.00484679
1029,2,240,118.971,58.975,0.0684151,0.000875169,0.0654684,0.000907259,0.0627381,0.000953162,0.0643387,0.0009309,0.514918,0.0302588,0.188767,0.016226
1030,2,3237,432.995,57.9193,0.0757738,0.00583607,0.0753521,0.00589932,0.0741342,0.00595347,0.072956,0.00598889,0.20252,0.0228502,0.34201,0.0379339
1031,2,115,56.8284,28.0823,0.0635174,0.00119229,0.0603437,0.00104639,0.0574984,0.00102925,0.0595279,0.00105243,0.490537,0.0367751,0.258813,0.0219202
1032,2,101,50.8284,25.5795,0.0674354,0.000945365,0.0644632,0.000762097,0.0621239,0.000968185,0.0633052,0.000736469,0.475092,0.042597,0.26338,0.0140056
1033,2,52716,2754.33,143.91,0.0652147,0.00243223,0.063213,0.00262587,0.0628766,0.00268067,0.059825,0.00279399,0.285734,0.0311619,0.374965,0.0484607
1034,2,139,67.6569,32.9313,0.10476,0.0321142,0.105732,0.034035,0.107084,0.0370804,0.0941759,0.0275769,0.303061,0.157631,0.317179,0.0235428
1035,2,100,45.6569,20.8455,0.0680538,0.000960581,0.0649214,0.000944896,0.0624251,0.000871295,0.0638526,0.000789324,0.523216,0.0258597,0.266892,0.00585153
1036,2,111,64.2426,37.1812,0.0637836,0.000859366,0.061314,0.00101986,0.0588232,0.00165422,0.0602772,0.00101802,0.478926,0.0939484,0.316837,0.0904668
1037,2,99,52.8284,28.1903,0.0680344,0.00090773,0.0653655,0.000859567,0.0626011,0.000890885,0.0641924,0.000815261,0.499386,0.0288776,0.206456,0.0300675
1038,2,126,62.2426,30.7472,0.0675551,0.00117558,0.0646916,0.00109455,0.062037,0.00127358,0.0633549,0.00120046,0.523872,0.0326022,0.257132,0.0432166
1039,2,174,72.7279,30.3986,0.164289,0.01583,0.166042,0.0149158,0.167653,0.0142118,0.156464,0.0172442,0.209894,0.0204667,0.308869,0.00639018
1040,2,162,62.7279,24.2888,0.0631001,0.000878043,0.061869,0.000908552,0.0603396,0.000950941,0.0602528,0.000996005,0.391842,0.0279377,0.451618,0.0140033
1041,2,129,63.6569,31.4124,0.0660347,0.000868234,0.063163,0.000939,0.0603837,0.00123083,0.0621342,0.00101187,0.494878,0.0276999,0.240834,0.0120692
1042,2,480,98.1421,20.0664,0.0667175,0.00110936,0.0635389,0.00117662,0.0599924,0.00116102,0.0622749,0.00115126,0.504306,0.0337837,0.280828,0.0128871
1043,2,55,34.8284,22.0549,0.0666178,0.000706552,0.0635641,0.000784122,0.0600751,0.000789289,0.0624021,0.0007363,0.478075,0.0247827,0.316216,0.0027027
1044,2,74,33.6569,15.3079,0.0676683,0.000927924,0.0646663,0.000742306,0.0620034,0.000942049,0.063506,0.000845655,0.517647,0.0226473,0.21786,0.00664729
1045,2,232,108.728,50.9559,0.068166,0.007382,0.065373,0.00818235,0.0622688,0.00777371,0.0642132,0.00785781,0.445994,0.105612,0.304345,0.0223726
1046,2,242,138.243,78.9712,0.0681598,0.00107958,0.0654374,0.00163986,0.0624236,0.00219579,0.0642515,0.00167161,0.454724,0.0852738,0.283309,0.0414467
1047,2,352,172.627,84.6597,0.0670057,0.000963251,0.0639401,0.000931799,0.0612971,0.000960721,0.0627795,0.000898324,0.52725,0.0523458,0.264953,0.0190601
1048,2,54,25.4142,11.9608,0.068236,0.000972595,0.0650032,0.000775965,0.0617704,0.00103648,0.0638311,0.000662474,0.47451,0.0304138,0.247623,0.00322667
1049,2,227,130.828,75.4012,0.0655477,0.0023836,0.062583,0.00275588,0.0598785,0.00299316,0.0615968,0.00266661,0.509493,0.0312953,0.269556,0.035993
1050,2,183,97.6569,52.114,0.0666337,0.00185076,0.0635837,0.00186738,0.0605556,0.0021208,0.0624143,0.00184236,0.52984,0.060293,0.308337,0.0418202
1051,2,54,28.8284,15.3903,0.0670847,0.000851288,0.0636409,0.000764569,0.0608777,0.000959667,0.062457,0.000754834,0.497095,0.0295006,0.281156,0.0032939
1052,2,6840,669.948,65.6185,0.103167,0.0290894,0.105989,0.027133,0.109351,0.0258348,0.0927743,0.0289823,0.205171,0.0361079,0.273968,0.0349297
1053,2,140,71.0711,36.0793,0.0665149,0.000762859,0.0634096,0.000843499,0.0601081,0.000854981,0.0623306,0.000792571,0.488011,0.022863,0.338996,0.0171114
1054,2,442,185.456,77.8142,0.0680279,0.00110403,0.0649933,0.00107769,0.0617216,0.00114118,0.0637991,0.00105076,0.528108,0.040456,0.309573,0.0160762
1055,2,123,63.6569,32.9447,0.0669237,0.00117135,0.0638,0.00123259,0.0613579,0.00122134,0.0626921,0.00118601,0.49941,0.0420467,0.25802,0.00752842
1056,2,88,50.2426,28.6855,0.0671276,0.000811131,0.0637873,0.000785346,0.0609279,0.00105017,0.0628144,0.00072593,0.503788,0.0294886,0.345516,0.00604186
1057,2,151,85.3137,48.2015,0.0650125,0.000773072,0.0617884,0.000714986,0.0585604,0.000829524,0.0607996,0.000689802,0.499857,0.03451,0.32862,0.00771697
1058,2,56,26.2426,12.2978,0.0634661,0.000587712,0.0603598,0.000569428,0.0575853,0.000681226,0.0593985,0.00061556,0.521639,0.0365817,0.309725,0.00538376
1059,2,117,55.6569,26.4759,0.0669154,0.000823801,0.0638874,0.000722015,0.0606746,0.000887508,0.0629254,0.000739288,0.559075,0.0450419,0.319473,0.00666056
1060,2,300,113.556,42.9835,0.0666529,0.000997794,0.063449,0.0010135,0.0607318,0.00111167,0.0623985,0.00109045,0.501137,0.0378547,0.257905,0.0166255
1061,2,115,63.4142,34.9684,0.0696534,0.00165756,0.0682002,0.00280869,0.0658771,0.00336453,0.0668461,0.00282479,0.322251,0.149199,0.245593,0.0482738
1062,2,8203,754.693,69.4334,0.0753999,0.00615096,0.0753907,0.00590404,0.0744772,0.00561454,0.0722115,0.00611153,0.212141,0.0305133,0.260351,0.0407725
1063,2,158,55.6569,19.6056,0.066286,0.000947278,0.0628748,0.00105675,0.0601694,0.000975078,0.0615741,0.000935768,0.475552,0.0419369,0.209117,0.0111673
1064,2,2685,272.569,27.6699,0.073368,0.00253354,0.0720514,0.00286581,0.0723109,0.00308405,0.0670936,0.00280207,0.226338,0.0254619,0.380583,0.0167661
1065,2,62,28.8284,13.4045,0.0675805,0.00062697,0.0648888,0.000752241,0.0621327,0.000854506,0.063857,0.000597314,0.541176,0.0194299,0.287598,0.00577182
1066,2,140,76.8284,42.1615,0.0670317,0.00160457,0.0639528,0.00144213,0.0611646,0.00145518,0.0628769,0.00131579,0.509552,0.0312048,0.284411,0.0167445
1067,2,77,34.2426,15.228,0.0743724,0.00273064,0.0750175,0.00289535,0.0725178,0.0029944,0.0737968,0.00284104,0.170206,0.0251878,0.256494,0.00750045
1068,2,3960,515.782,67.1795,0.0981282,0.0278984,0.10004,0.0274813,0.102099,0.0270015,0.0915333,0.0293734,0.215761,0.0594462,0.270161,0.0303946
1069,2,159,77.6569,37.9282,0.067325,0.00172276,0.0646013,0.00172676,0.0617747,0.00183597,0.0635086,0.00155738,0.462622,0.13367,0.275965,0.0393074
1070,2,116,38.7279,12.9298,0.141639,0.0256468,0.142521,0.0226432,0.143141,0.0206942,0.132475,0.0263246,0.194185,0.0220006,0.210566,0.0080801
1071,2,112,62.2426,34.5906,0.0699153,0.00397004,0.0686905,0.00512857,0.0671035,0.0054068,0.067271,0.00492147,0.28848,0.132667,0.288731,0.0357304
1072,2,143,87.0711,53.0166,0.067793,0.000928114,0.0641062,0.00100236,0.0610749,0.00110698,0.0630164,0.0010692,0.489181,0.0213775,0.253875,0.0103414
1073,2,154,83.0711,44.8104,0.0676441,0.00387853,0.0655544,0.00445174,0.0629822,0.00497415,0.0643857,0.0042456,0.432824,0.149385,0.254519,0.0682184
1074,2,52,26.2426,13.2438,0.0652676,0.000751856,0.0619037,0.000675582,0.0587726,0.000758852,0.0609309,0.000390985,0.497587,0.0202848,0.277937,0.00593035
1075,2,179,72.4853,29.3526,0.0666039,0.000658749,0.0633122,0.000672497,0.0601962,0.00086331,0.0623762,0.000705794,0.472297,0.0320954,0.345765,0.0128918
1076,2,98,49.6569,25.1613,0.11378,0.0349406,0.113377,0.0351917,0.112208,0.0354822,0.105908,0.0325563,0.265626,0.133915,0.326531,0.0456613
1077,2,88,38.2426,16.6193,0.0708814,0.000894264,0.0680455,0.000777644,0.0653047,0.00100817,0.0667938,0.000890354,0.510339,0.0236123,0.195716,0.0139089
1078,2,257,115.556,51.9582,0.0690629,0.00157433,0.068711,0.00142172,0.0673192,0.00146558,0.0675652,0.00141772,0.201419,0.0302474,0.296403,0.0213314
1079,2,70,34,16.5143,0.0611105,0.00066278,0.0577503,0.000688982,0.0545929,0.000947074,0.0568917,0.000736226,0.495182,0.0122033,0.270367,0.00699325
1080,2,510,134.385,35.4103,0.0844416,0.0116896,0.0840553,0.0112631,0.0821712,0.0107282,0.0817145,0.0110704,0.212757,0.0689791,0.302795,0.0159875
1081,2,298,90.1421,27.2671,0.103953,0.0208155,0.106685,0.0209713,0.108742,0.0207977,0.098465,0.0231405,0.199632,0.0212588,0.341488,0.00837666
1082,2,59,26.8284,12.1994,0.0634427,0.00098328,0.0604844,0.00068031,0.0578395,0.000982712,0.059215,0.000748548,0.191692,0.0216736,0.331081,0
1083,2,151,62.2426,25.6566,0.101348,0.0304347,0.101946,0.0313318,0.102036,0.0327305,0.0956304,0.029799,0.207739,0.0145683,0.254027,0.0521477
1084,2,136,47.6569,16.6998,0.0637161,0.000543074,0.0604651,0.00059285,0.0574343,0.000806042,0.0594634,0.000546801,0.485842,0.0210898,0.281051,0.0251267
1085,2,93,57.6569,35.7453,0.0696445,0.000790658,0.0698559,0.00102305,0.0678587,0.00101226,0.0684606,0.000967901,0.20506,0.02266,0.248256,0.0121316
1086,2,167,98.8284,58.4854,0.0710064,0.00146957,0.0687967,0.00154417,0.0664304,0.00203023,0.0676591,0.00159804,0.39258,0.131807,0.271079,0.0648499
1087,2,62,33.4142,18.0082,0.0701826,0.000888245,0.0674057,0.000665288,0.064844,0.000886009,0.0663808,0.000666395,0.484883,0.0230512,0.188426,0.00778044
1088,3,585342,6161.14,64.8503,0.0718585,0.00822915,0.0754364,0.00849644,0.0687735,0.00814291,0.068497,0.00710896,8.17689e-05,0.00587086,0.620744,0.0619156
1089,3,144,73.6569,37.6759,0.0700026,0.0231305,0.0752236,0.033037,0.0666254,0.0233408,0.0626548,0.0147072,0,0,0.664227,0.0267947
1090,3,194,103.071,54.7611,0.0572126,0.00273987,0.0576151,0.00598844,0.0532159,0.00213497,0.0564082,0.00577413,0,0,0.662301,0.0227738
1091,3,165,85.0711,43.8611,0.056944,0.00293847,0.0567189,0.00562898,0.0530928,0.00238694,0.0556493,0.00563172,0,0,0.634275,0.0395397
1092,3,116,56.8284,27.8403,0.0560071,0.000601041,0.0546246,0.000691527,0.0522235,0.000858789,0.0534381,0.000618889,0,0,0.615156,0.0153256
1093,3,64,30.8284,14.8499,0.0622727,0.00110659,0.0653163,0.000951095,0.0570249,0.000738283,0.0642638,0.00123804,0,0,0.698902,0.013132
1094,3,83,46.2426,25.7636,0.0693818,0.000838291,0.074596,0.000973092,0.0637002,0.000949815,0.0731598,0.000979868,0,0,0.673559,0.00777337
1095,3,128,66.2426,34.2819,0.0628176,0.00453508,0.0652204,0.0060843,0.0580422,0.00313836,0.0636578,0.0056332,0,0,0.62083,0.0483535
1096,3,256,102.142,40.754,0.064985,0.00622597,0.0686561,0.0093894,0.0558989,0.0027931,0.064182,0.00667615,0,0,0.629619,0.0547301
1097,3,126,66.2426,34.8261,0.0622638,0.00814322,0.0640158,0.0115503,0.0560452,0.00377594,0.0609365,0.00826635,0,0,0.592718,0.035699
1098,3,168,78.8284,36.9876,0.0588955,0.00375147,0.0581421,0.00490561,0.0542993,0.00252213,0.0570384,0.00476112,0,0,0.559604,0.0736829
1099,3,128,69.0711,37.272,0.056808,0.000522702,0.0556096,0.000589477,0.0531039,0.000848008,0.054549,0.000502089,0,0,0.579497,0.0282717
1100,3,159,71.3137,31.9852,0.0565142,0.000646544,0.0550962,0.000669543,0.0526105,0.000885,0.0539502,0.000581252,0,0,0.642529,0.00783115
1101,3,101,41.0711,16.7013,0.0562427,0.000637238,0.0551718,0.000563389,0.0525997,0.000831285,0.0541413,0.000555943,0,0,0.680024,0.0133988
1102,3,81,37.0711,16.9662,0.0565914,0.000541082,0.0551968,0.000608164,0.0526922,0.000723969,0.0540454,0.00056014,0,0,0.693026,0.0155294
1103,3,181,95.6569,50.5538,0.0618027,0.0061389,0.0612995,0.00693289,0.0552386,0.00309723,0.0596482,0.00621108,0,0,0.661528,0.04052
1104,3,190,97.6569,50.194,0.060582,0.00438464,0.0592677,0.0042124,0.0546724,0.00243725,0.0577777,0.00397253,0,0,0.65569,0.0142379
1105,3,85,43.6569,22.4226,0.0650456,0.00458802,0.0647726,0.00480861,0.0561607,0.000952564,0.062863,0.00448596,0,0,0.622655,0.0498193
1106,3,310,135.556,59.2759,0.0613704,0.00188646,0.0600002,0.00214615,0.0544588,0.00159546,0.0586888,0.00207,0,0,0.574913,0.0479385
1107,4,420,152.083,55.0698,0.0694963,0.00370929,0.0695405,0.0032977,0.0552008,0.00140373,0.0643676,0.00334279,0.465574,0.119892,0.578571,0.0110635
1108,4,1.04164e+06,21109.6,427.804,0.0685055,0.00685573,0.0735802,0.00811509,0.0631338,0.00654477,0.0673378,0.00550964,0.492977,0.0348365,0.612335,0.0591478
1109,4,850,236.61,65.864,0.0695607,0.00359992,0.0701772,0.00247648,0.0558538,0.00164777,0.0642719,0.00316344,0.505476,0.0309238,0.65899,0.0682634
1110,4,90,45.6569,23.1616,0.0730531,0.00342697,0.0771977,0.00403721,0.057442,0.00167517,0.0714283,0.0045015,0.502135,0.0232585,0.632883,0.013993
1111,4,450,147.456,48.3183,0.0733835,0.00419918,0.0758071,0.00462607,0.0585922,0.00130514,0.0679126,0.00592245,0.503887,0.0310432,0.691787,0.0163548
1112,4,145,74.8284,38.6158,0.0617518,0.00168573,0.0616759,0.00125535,0.0560774,0.00119522,0.0606373,0.00125554,0.49263,0.0294476,0.648695,0.0712089
1113,4,94,38.2426,15.5585,0.0637294,0.00189867,0.0641083,0.00160829,0.0552764,0.000931124,0.062543,0.00126788,0.498331,0.0229254,0.546363,0.00596262
1114,4,181,68.2426,25.7296,0.0634996,0.00143035,0.0622866,0.00250459,0.0564138,0.00210856,0.0607281,0.00258709,0.488094,0.0275098,0.696282,0.0152709
1115,4,142,75.6569,40.3096,0.0607317,0.00208162,0.0616916,0.00223459,0.0556473,0.00117985,0.0603637,0.00224488,0.501906,0.0325317,0.655786,0.0537246
1116,4,118,62.2426,32.8317,0.0615046,0.00281001,0.0604806,0.00223612,0.0543679,0.00151743,0.0589203,0.00201141,0.483583,0.0217189,0.636738,0.0698353
1117,4,103,48.2426,22.5957,0.0640443,0.00249868,0.0645852,0.00219128,0.0609673,0.00167682,0.0636567,0.00214545,0.481135,0.034253,0.63894,0.0169651
1118,4,96,46.8284,22.8427,0.0670313,0.00419003,0.0657772,0.00382623,0.0622182,0.00342667,0.0639524,0.00348764,0.491095,0.0263644,0.579955,0.0663005
1119,4,164,76.2426,35.4448,0.0693369,0.00507556,0.067327,0.0046305,0.0615728,0.00382881,0.0653106,0.00432764,0.483907,0.0273402,0.659072,0.0869118
1120,4,369,134.385,48.9411,0.0634164,0.00242622,0.0623952,0.00315691,0.0589041,0.00267368,0.0605774,0.00328958,0.471513,0.0368987,0.66793,0.0567016
1121,4,158,55.3137,19.3646,0.0632998,0.000954484,0.0609847,0.000866335,0.0590847,0.00104808,0.0592254,0.000875999,0.459618,0.0283227,0.67311,0.00472347
1122,4,69,31.0711,13.9915,0.0652883,0.00113096,0.0696859,0.000813657,0.0595199,0.00099419,0.0685586,0.000959864,0.471725,0.0210718,0.59009,0.00910641
1123,4,58340,3265.37,182.767,0.069935,0.00582622,0.068056,0.00616446,0.0668801,0.00656247,0.0650583,0.0058059,0.49431,0.0328695,0.637687,0.0510367
1124,4,123,54.2426,23.9208,0.0607856,0.001992,0.0589846,0.00233164,0.0559508,0.00152854,0.057362,0.00213676,0.473585,0.0372271,0.597561,0.0296736
1125,4,227,125.314,69.1785,0.0744901,0.0193477,0.0802893,0.0274558,0.0663636,0.0212537,0.0705269,0.00695991,0.509389,0.0211543,0.561347,0.0358617
1126,4,53,30.8284,17.9319,0.0620711,0.000720726,0.066245,0.000630101,0.057522,0.000721285,0.0652055,0.000697474,0.492416,0.0254889,0.607726,0.00156137
1127,4,265,87.3137,28.7686,0.0670029,0.00268336,0.064737,0.0019341,0.0601307,0.00205794,0.0629981,0.00197305,0.480178,0.0319313,0.710403,0.0403997
1128,4,458,110.284,26.5559,0.0721957,0.00252998,0.0748928,0.00197722,0.0593182,0.00146362,0.0686326,0.00227286,0.522827,0.0227161,0.557329,0.0359375
1129,4,397,121.841,37.3933,0.0737411,0.00215259,0.0751602,0.00178537,0.059741,0.00168879,0.0704242,0.00268103,0.500291,0.0303898,0.632055,0.0132838
1130,4,112,54.2426,26.2702,0.0699039,0.000931022,0.0702919,0.00221271,0.0572363,0.00110764,0.0683784,0.00248258,0.532843,0.0448113,0.521417,0.054399
1131,4,101,43.0711,18.3675,0.0703743,0.00128107,0.070299,0.000944448,0.0553074,0.00156578,0.0685586,0.00110021,0.485614,0.0251501,0.594595,0.0168752
1132,4,2378,406.794,69.5884,0.0675976,0.00402607,0.0686656,0.00353166,0.0535953,0.00279304,0.0658843,0.00409462,0.494784,0.0360608,0.595623,0.0511599
1133,4,85,44,22.7765,0.0651193,0.00124403,0.0682918,0.00243925,0.0596348,0.00125173,0.0668827,0.00243886,0.503299,0.0339514,0.545787,0.0795454
1134,4,483,157.456,51.3299,0.0700294,0.00317763,0.0678185,0.00306886,0.06209,0.00276155,0.0655642,0.00286796,0.485235,0.0271402,0.56726,0.0274762
1135,4,139,68.4853,33.7427,0.0642902,0.00099433,0.0697905,0.000930116,0.0594,0.00095682,0.068668,0.00093861,0.513331,0.03225,0.618219,0.0150841
1136,4,402,192.142,91.8373,0.0644815,0.0028245,0.0681997,0.0017983,0.0584601,0.00187764,0.0666113,0.00139237,0.500917,0.0310061,0.620109,0.0401038
1137,4,189,102.485,55.5727,0.0654055,0.00443842,0.0669735,0.00350076,0.0593028,0.0027003,0.0655999,0.00342595,0.49059,0.0214283,0.586229,0.0218269
1138,4,101,50.2426,24.9933,0.0708942,0.00542293,0.0721951,0.00180455,0.0634964,0.00343968,0.0703044,0.00165872,0.50763,0.0355176,0.626104,0.00383604
1139,4,70,32.8284,15.3958,0.0651316,0.000934474,0.0702827,0.000965486,0.0593022,0.00104781,0.0690595,0.000964772,0.461064,0.0218803,0.57693,0.00328896
1140,4,74,32.8284,14.5636,0.0652867,0.00156182,0.0641574,0.00191447,0.0588211,0.00141333,0.0619798,0.00171119,0.5,0.0307385,0.656866,0.00911065
1141,4,215,110.142,56.4246,0.0711913,0.00349647,0.0687854,0.00346211,0.0668496,0.00434794,0.067046,0.00320791,0.497875,0.0257038,0.638655,0.0156651
1142,4,126,70.2426,39.159,0.0664833,0.00101676,0.063263,0.00160242,0.0577286,0.00229155,0.0614035,0.00166789,0.489169,0.0263168,0.653582,0.0125808
1143,4,190,101.899,54.65,0.071471,0.00111263,0.0690945,0.00225793,0.0632261,0.00391433,0.0670183,0.00230173,0.50097,0.0297271,0.62692,0.0217797
1144,4,268,111.314,46.2341,0.063572,0.000989683,0.0678561,0.00287582,0.0592117,0.0015518,0.065985,0.00250585,0.473325,0.0463874,0.578711,0.018212
1145,4,229,99.8995,43.5804,0.0629668,0.000829633,0.0669813,0.000997336,0.0584352,0.00101818,0.0657254,0.000953602,0.490641,0.0274559,0.64977,0.0452392
1146,4,1076,252.184,59.1047,0.0626544,0.0015407,0.0636824,0.00236248,0.0577859,0.00133178,0.0621124,0.00218778,0.479521,0.0342259,0.549125,0.0421508
1147,4,233,81.8995,28.7877,0.0650116,0.00158958,0.0662371,0.00174905,0.061062,0.00219787,0.0648887,0.00163551,0.539224,0.0652544,0.562725,0.0347059
1148,4,135,60.4853,27.0998,0.0639033,0.00147222,0.0669432,0.000868327,0.0595926,0.00192912,0.0658202,0.00079292,0.479855,0.0405063,0.636036,0.0104287
1149,4,116,69.0711,41.1277,0.0614505,0.00121982,0.0645231,0.00211369,0.0574428,0.000930461,0.0634056,0.00215875,0.479277,0.0232677,0.65028,0.00558452
1150,4,105,39.0711,14.5386,0.0647157,0.000906185,0.0663378,0.00104172,0.0621333,0.000948836,0.0643566,0.000916769,0.496657,0.0609812,0.600193,0.011208
1151,4,1338,203.012,30.8027,0.0689744,0.00345967,0.0700672,0.00360916,0.0650428,0.00400282,0.0656084,0.00308556,0.467798,0.0422144,0.608805,0.0167959
1152,4,97,46.8284,22.6072,0.0622534,0.000909362,0.0648897,0.000773011,0.0577944,0.000923674,0.0641178,0.0010229,0.477825,0.0300686,0.521385,0.0051045
1153,4,61,27.6569,12.5394,0.0646356,0.000859946,0.065611,0.00078538,0.0608267,0.000961426,0.0630127,0.00087349,0.460495,0.0231019,0.537218,0.0114524
1154,4,73,32.2426,14.2409,0.0627413,0.000795158,0.0657392,0.00112322,0.0622919,0.00224153,0.0644695,0.00115326,0.468762,0.0247604,0.667993,0.00736057
1155,4,126,53.8995,23.0568,0.0626081,0.000902858,0.0648312,0.000950016,0.0593472,0.00163596,0.0634103,0.00097564,0.481637,0.0366193,0.647683,0.0164565
1156,4,41906,2631.22,165.211,0.0746389,0.0110255,0.0802767,0.0115444,0.0752498,0.012567,0.0729037,0.0100461,0.475807,0.0367029,0.624258,0.0572345
1157,4,139,61.8995,27.5651,0.064424,0.00141107,0.0660948,0.00124208,0.0617304,0.00110077,0.0638099,0.00116713,0.581323,0.0899936,0.473848,0.0147641
1158,4,116,63.6569,34.9327,0.0659517,0.00305844,0.0678694,0.00428343,0.0616123,0.00191862,0.0656353,0.0046502,0.497701,0.0776731,0.523008,0.0423726
1159,4,120,44.4853,16.4912,0.0695896,0.00106999,0.0720013,0.00110898,0.0681402,0.00170656,0.0684362,0.000929884,0.465131,0.0269006,0.564189,0.00635039
1160,4,2047,495.865,120.118,0.0648147,0.00195553,0.0659012,0.00194418,0.0610914,0.00209289,0.0636072,0.00172271,0.476159,0.0493183,0.537761,0.0290903
1161,4,5870,936.617,149.447,0.0869361,0.00521315,0.0888982,0.00548808,0.0843537,0.00611784,0.0813223,0.00579343,0.467778,0.0353095,0.556937,0.034978
1162,4,178,77.5563,33.7921,0.0825778,0.00505326,0.0851534,0.00726064,0.0822259,0.0102871,0.0797464,0.0073364,0.444151,0.014352,0.585674,0.0177669
1163,4,330,82.1421,20.4465,0.0703436,0.00403034,0.0745819,0.00325493,0.0634857,0.00317967,0.0721661,0.00561189,0.496685,0.0216658,0.673587,0.011587
1164,4,86,45.4142,23.982,0.0638427,0.00189,0.0682032,0.00512917,0.0589008,0.00240301,0.0629338,0.00209332,0.461468,0.0435023,0.566311,0.0509657
1165,4,8594,793.872,73.3341,0.0683137,0.00350683,0.0714818,0.00315094,0.0582713,0.00310418,0.0670498,0.00355412,0.492321,0.03319,0.684805,0.0729829
1166,4,348,108.142,33.6055,0.0850331,0.0061835,0.0860662,0.0058237,0.0790899,0.00547831,0.0751107,0.00529823,0.446901,0.0189026,0.608477,0.00720736
1167,4,648,149.355,34.4244,0.0762363,0.0036949,0.0757263,0.00339371,0.0685364,0.00355598,0.0681591,0.00305544,0.480392,0.0476099,0.575158,0.0257237
1168,4,773,223.255,64.4796,0.0643899,0.00130692,0.0693279,0.0016445,0.0589412,0.00122891,0.0660426,0.00114851,0.43914,0.0270831,0.658937,0.0134365
1169,4,1983,327.882,54.2142,0.0696577,0.00334264,0.0694068,0.00400682,0.0649031,0.00418639,0.0653525,0.00274563,0.452375,0.032157,0.618565,0.0368653
1170,4,149,65.8995,29.1459,0.0639658,0.000996951,0.068187,0.00105964,0.0568895,0.00113042,0.0666048,0.00106191,0.438321,0.015097,0.534781,0.00637771
1171,4,95,50.2426,26.5718,0.0637121,0.00122838,0.0678054,0.00103869,0.0566675,0.0011591,0.0663754,0.00123355,0.471042,0.0267059,0.563442,0.0148129
1172,4,111,58.8284,31.1782,0.0651715,0.0040552,0.0671674,0.00488911,0.0625217,0.00671763,0.0638904,0.0041196,0.445363,0.0250889,0.614865,0.0335578
1173,4,161,61.5563,23.5353,0.0663156,0.00174671,0.0676339,0.00154849,0.0619281,0.00136458,0.0602213,0.00146163,0.455949,0.0251303,0.542513,0.0223354
1174,4,168623,8110.5,390.102,0.0687012,0.0107891,0.0695095,0.0118551,0.064554,0.0117497,0.0647628,0.0106766,0.486342,0.0373534,0.605665,0.0563389
1175,4,68,34.2426,17.2435,0.0700092,0.00122532,0.070539,0.00177561,0.0675026,0.00223222,0.0661404,0.00169087,0.456459,0.0306369,0.563692,0.00583039
