objectId,clusterId,area,perimeter,compactness,meanB1,stdB1,meanB2,stdB2,meanB3,stdB3,meanB4,stdB4,meanB5,stdB5,meanB6,stdB6
540,2,1491,171.497,19.7259,0.0736652,0.00137775,0.0813281,0.00134101,0.0661791,0.00116918,0.0694436,0.00127121,0.502129,0.0257051,0.457765,0.0114293
541,2,50,32.8284,21.5541,0.0708898,0.00113316,0.0688838,0.00114283,0.067686,0.00090256,0.0646075,0.000734327,0.465412,0.0275119,0.478649,0.0052962
542,2,274,76.4853,21.3504,0.0640863,0.000964032,0.0689018,0.000962764,0.0589773,0.00100028,0.0675825,0.000968762,0.503492,0.0300916,0.464638,0.00731392
543,2,361,79.5563,17.5324,0.0646234,0.000989092,0.0701814,0.000955469,0.0595361,0.00100654,0.0682634,0.00105537,0.492727,0.0224193,0.460994,0.0130922
544,2,442,100.184,22.7077,0.0692285,0.00176116,0.0736681,0.0013823,0.060235,0.00106642,0.0640918,0.00183339,0.472629,0.0296391,0.471933,0.00666083
545,2,4062,376.853,34.9626,0.0649337,0.00106656,0.0702958,0.00108751,0.0603639,0.0010674,0.0684459,0.00109778,0.491757,0.0315371,0.449724,0.0148782
546,2,527,120.87,27.7221,0.0657125,0.00118364,0.0683655,0.00103069,0.0545681,0.00119215,0.06392,0.00129112,0.489459,0.0311009,0.46746,0.00627926
547,2,140,65.6569,30.7916,0.0649106,0.00100474,0.0701009,0.00103784,0.0600781,0.0010081,0.0687514,0.000978884,0.464902,0.0262621,0.467471,0.0102658
548,2,331,75.2132,17.0907,0.0659998,0.00118146,0.0734485,0.00161295,0.0604039,0.00139193,0.0652288,0.00118466,0.476761,0.0219531,0.466522,0.0103477
549,2,255,108.385,46.0677,0.0671308,0.00129194,0.0729591,0.00120849,0.0612738,0.00119182,0.0710482,0.00121065,0.474725,0.0205484,0.47602,0.00469531
550,2,65,28.8284,12.7858,0.0656431,0.000863619,0.0717812,0.000762683,0.0603516,0.00088234,0.0694788,0.000871611,0.495505,0.0240803,0.459356,0.0100213
551,2,1180,175.113,25.9868,0.0642134,0.000897521,0.0692439,0.00089611,0.0596653,0.000966116,0.0671326,0.000967185,0.491841,0.0297585,0.461486,0.0112027
552,2,306,84.9706,23.5948,0.06549,0.00109208,0.0716468,0.00101837,0.0592136,0.00100894,0.0662224,0.00192217,0.466308,0.0363502,0.472068,0.00756422
553,2,891,247.598,68.8044,0.0677531,0.00133774,0.06854,0.00182329,0.0629281,0.00242829,0.0667617,0.00206122,0.424779,0.0373504,0.470986,0.0112384
554,2,1359,166.184,20.3216,0.0658561,0.00101302,0.0717046,0.00104321,0.0600025,0.00106771,0.0675813,0.00104765,0.455597,0.0324775,0.464203,0.014259
555,2,654,153.355,35.96,0.0632987,0.00101301,0.0646339,0.00115799,0.0597213,0.00121889,0.0628179,0.00112517,0.408299,0.0677806,0.453457,0.0128213
556,2,2299,282.51,34.7158,0.0630673,0.00103781,0.0668063,0.00113121,0.0591762,0.00103167,0.0639676,0.00106272,0.462365,0.0361207,0.463374,0.011478
557,2,177,69.8995,27.6042,0.063091,0.00079572,0.0645117,0.000909962,0.0594888,0.000939534,0.062572,0.000813233,0.424748,0.036617,0.479692,0.00563242
558,2,551,121.456,26.7723,0.0649487,0.000835402,0.0712816,0.000917892,0.0600718,0.000906965,0.0659058,0.000916829,0.381687,0.0446671,0.46445,0.0146671
559,2,1238,161.841,21.157,0.0858123,0.00586523,0.0919045,0.0051015,0.0905816,0.00429154,0.0851275,0.00451286,0.368463,0.0665658,0.442808,0.0222626
560,2,251,65.5563,17.1221,0.0928273,0.00179035,0.0958355,0.00210578,0.0917603,0.00256753,0.0877518,0.00185029,0.412499,0.0487033,0.470012,0.0146737
561,2,996,133.255,17.8282,0.0649882,0.00107104,0.0701203,0.00106179,0.0585279,0.00110828,0.066914,0.00111657,0.472939,0.0326165,0.46142,0.0151376
562,2,333,93.4558,26.2282,0.0654035,0.00102652,0.0710834,0.000997658,0.0593789,0.00103697,0.0675507,0.00104672,0.467679,0.0387929,0.472445,0.00917466
563,2,546,102.385,19.199,0.091403,0.0015363,0.0952836,0.00197454,0.0918817,0.00198756,0.0870856,0.00191036,0.411851,0.0322149,0.470745,0.0102588
564,2,158,78.2426,38.7463,0.0616508,0.00108707,0.0616104,0.00113114,0.0552519,0.00132448,0.0601963,0.00100673,0.360362,0.0784147,0.407159,0.0292075
565,2,227,81.3137,29.1274,0.0862399,0.00294921,0.0908372,0.00324839,0.0867818,0.00399881,0.0842857,0.00290628,0.420161,0.0313698,0.476396,0.00830249
566,2,139,46.7279,15.7086,0.0676928,0.00134298,0.0743012,0.00173452,0.0597678,0.00107148,0.0677843,0.000817082,0.472253,0.0205419,0.475258,0.0037628
567,2,227,65.3137,18.7924,0.0658221,0.00103825,0.0706469,0.00107983,0.0587285,0.00103517,0.0675249,0.000972224,0.38034,0.0557645,0.461364,0.0152738
568,2,899,143.841,23.0146,0.0661472,0.000989872,0.0710712,0.000992691,0.0589025,0.00108302,0.0676626,0.00103878,0.338651,0.0547706,0.442459,0.0240867
569,2,420,103.456,25.4836,0.0633947,0.00141428,0.0635174,0.00153368,0.0599156,0.0018663,0.0592559,0.00136263,0.399122,0.0339612,0.474099,0.00901907
570,2,464,93.2132,18.7256,0.114642,0.00458475,0.111423,0.00874561,0.101967,0.0150788,0.105116,0.0108585,0.464613,0.0296026,0.466697,0.0142322
571,2,329,77.8995,18.4448,0.0884772,0.00554971,0.0866557,0.00770855,0.0820835,0.00727225,0.0823153,0.00708072,0.4819,0.0397776,0.46558,0.00867305
572,2,117,59.0711,29.8239,0.0669169,0.00968698,0.0674639,0.0102539,0.0627123,0.00977521,0.0610381,0.00969328,0.479035,0.0342935,0.47742,0.00838829
573,2,89,35.6569,14.2855,0.0657407,0.00142962,0.0664776,0.000849489,0.0632817,0.00100691,0.0602453,0.000637318,0.458735,0.0268687,0.477376,0.00321918
574,2,2335,251.154,27.0143,0.0612417,0.00128106,0.0606068,0.0013208,0.0569156,0.00149461,0.058023,0.00153167,0.469722,0.0328808,0.449039,0.0255245
575,2,109,45.0711,18.6367,0.0648379,0.000933543,0.0699515,0.000825817,0.0585102,0.000798494,0.0668458,0.000842603,0.420291,0.0179736,0.486115,0.0034043
576,2,101,48.2426,23.0431,0.117653,0.00400815,0.121362,0.00492699,0.120388,0.00405194,0.116585,0.00468823,0.484527,0.014925,0.472505,0.0102519
577,2,2246,211.154,19.8514,0.0767169,0.0041836,0.0771581,0.00432424,0.0701217,0.00451222,0.0714489,0.00404131,0.479565,0.0346675,0.447661,0.0209524
578,2,74,33.6569,15.3079,0.0626204,0.00124431,0.0623099,0.000880195,0.0585493,0.000935396,0.059273,0.000867612,0.451987,0.0191256,0.484204,0.00474887
579,2,252,81.2132,26.173,0.0613221,0.00151716,0.0608985,0.00133328,0.0561456,0.0010074,0.059047,0.00119951,0.485107,0.0254371,0.464125,0.00825181
580,2,2802,249.397,22.198,0.0645231,0.00256055,0.0681599,0.00291211,0.0590015,0.00203472,0.0627862,0.0018463,0.452012,0.0522542,0.451943,0.0199607
581,2,302,108.627,39.0726,0.060476,0.00341553,0.0618281,0.0013489,0.0548333,0.000828764,0.0602535,0.00124596,0.479185,0.0330752,0.469841,0.00703194
582,2,582,101.799,17.8059,0.0656095,0.00120392,0.0715953,0.00109169,0.0597665,0.00110746,0.0691296,0.00119486,0.423732,0.0416134,0.467551,0.0115759
583,2,431,94.3848,20.6693,0.0647176,0.000992823,0.0701961,0.00102895,0.0595286,0.00110207,0.0675166,0.00112513,0.494827,0.0293244,0.469179,0.00634542
584,2,1971,206.569,21.6492,0.0701908,0.00386304,0.0694198,0.00357839,0.0635099,0.00313152,0.066745,0.00309595,0.489649,0.0346918,0.454749,0.0156368
585,2,202,67.3137,22.4314,0.0680457,0.00209443,0.0732823,0.00423842,0.0641138,0.0029668,0.067422,0.00255669,0.420346,0.02437,0.478592,0.00761059
586,2,1151,144.669,18.1834,0.0696268,0.00142057,0.0758196,0.00144896,0.0651815,0.00157865,0.0698762,0.00145941,0.461117,0.0319008,0.462747,0.0106797
587,2,1657,186.912,21.0839,0.0651469,0.00146596,0.0698732,0.00144048,0.0592597,0.0013765,0.067733,0.00160883,0.471168,0.0288669,0.441905,0.0275852
588,2,2150,314.711,46.0664,0.0717278,0.00613838,0.0766646,0.00650954,0.0625004,0.00488916,0.0742619,0.00604068,0.494123,0.0313396,0.443655,0.0178956
589,2,54,25.4142,11.9608,0.0789242,0.00436236,0.0829363,0.00391576,0.0654233,0.00302042,0.0810196,0.00359223,0.544081,0.0285912,0.436436,0.00589019
590,2,79,42,22.3291,0.0677902,0.00201458,0.0725144,0.00196389,0.0601529,0.00181054,0.0706451,0.00157965,0.429834,0.0149676,0.473144,0.021474
591,2,413,95.5563,22.109,0.0662514,0.000814736,0.0706659,0.000833997,0.0603128,0.00092889,0.0688212,0.000855169,0.483151,0.0375395,0.47173,0.00793792
592,2,3431,303.782,26.8969,0.0675976,0.00114718,0.0728057,0.00115421,0.0616483,0.00110403,0.0708881,0.00128969,0.443334,0.0367313,0.44669,0.0237812
593,2,181,55.5563,17.0525,0.0700437,0.00112449,0.0744098,0.00118422,0.0635009,0.00125537,0.0703288,0.0013158,0.466775,0.028409,0.47301,0.00649009
594,2,241,72.1421,21.5954,0.0775443,0.00324692,0.0850505,0.00206684,0.0733985,0.00200083,0.0778864,0.00278018,0.441657,0.0285669,0.480935,0.00479413
595,2,1083,142.184,18.6669,0.0639852,0.00090263,0.0683313,0.00092025,0.0577129,0.00103694,0.0665068,0.00098953,0.491949,0.0301247,0.448491,0.0179418
596,2,209,56.1421,15.081,0.0713231,0.00102257,0.0793244,0.000942213,0.0672584,0.00109827,0.0690176,0.00118538,0.472371,0.035247,0.46974,0.00920803
597,2,702,114.527,18.6843,0.0713057,0.00181279,0.0754867,0.00179879,0.0646796,0.00189895,0.0677748,0.00167107,0.426742,0.0255462,0.471356,0.0105264
598,2,151,55.0711,20.0849,0.0699423,0.00108968,0.0730901,0.0010939,0.0621776,0.00096878,0.0699092,0.00114852,0.483755,0.0169732,0.476418,0.00472159
599,2,3627,342.593,32.3601,0.0807136,0.00802888,0.0840978,0.00764806,0.0715142,0.00711869,0.0785968,0.00794335,0.49602,0.0299752,0.45576,0.0161637
600,2,112,50.4853,22.7568,0.0673985,0.000815366,0.0719432,0.00095445,0.0617963,0.00107525,0.0698617,0.00113343,0.494923,0.0231952,0.468509,0.00641978
601,2,59,36.8284,22.9887,0.0640623,0.000750673,0.0680645,0.000678188,0.0580543,0.000834108,0.0667556,0.000738338,0.493852,0.0152116,0.457627,0.00300386
602,2,120,47.0711,18.464,0.0645319,0.000774614,0.0685389,0.000861376,0.058627,0.000890309,0.0673498,0.000874229,0.46549,0.0186882,0.472185,0.00410844
603,2,53,24.8284,11.6311,0.142649,0.000851632,0.139511,0.0012592,0.102327,0.00160649,0.133528,0.00121991,0.501961,0.0272867,0.469276,0.0100447
604,2,81,44.8284,24.8097,0.0642438,0.00131709,0.0681514,0.00141869,0.0580414,0.0011198,0.0669146,0.00138244,0.505108,0.0218858,0.455956,0.0129648
605,2,127,45.8995,16.5887,0.0642545,0.000836474,0.0685485,0.000813411,0.0578663,0.000911504,0.067129,0.000793642,0.482816,0.027522,0.454299,0.0161428
606,2,2793,274.811,27.0395,0.0661859,0.0014146,0.0706051,0.00145864,0.0609628,0.00142053,0.0678758,0.00126418,0.493779,0.0305674,0.446827,0.0189023
607,2,981,127.355,16.5335,0.0690899,0.0011862,0.0737618,0.00127332,0.0675592,0.00137502,0.064331,0.00135718,0.492023,0.028708,0.45105,0.018865
608,2,137,51.3137,19.2197,0.0714678,0.00147014,0.0787615,0.00146249,0.0669602,0.000998275,0.072552,0.00151489,0.48616,0.02239,0.468534,0.009216
609,2,1377,168.184,20.5416,0.0693485,0.00172719,0.0747632,0.00158194,0.0618935,0.00144285,0.0699794,0.00165244,0.489644,0.0356921,0.46125,0.0124248
610,2,117,66.8284,38.1713,0.062848,0.000952332,0.0664544,0.00134889,0.0562876,0.00131978,0.0647442,0.00149933,0.470421,0.0207281,0.444502,0.0235197
611,2,159,61.8995,24.0978,0.0642266,0.00192247,0.0700519,0.00284088,0.0567323,0.00172126,0.0669323,0.00162885,0.460945,0.0354834,0.468256,0.0126749
612,2,880,199.74,45.3365,0.0689646,0.00523659,0.0658437,0.00633362,0.0652357,0.00722199,0.0617517,0.00654592,0.49283,0.026531,0.470984,0.0066592
613,2,574,148.627,38.4845,0.0723571,0.00167527,0.0715146,0.00233831,0.0651704,0.00255585,0.0695112,0.00211923,0.459008,0.0397375,0.468853,0.00590622
614,2,3496,298.953,25.5644,0.0680144,0.00167203,0.0663665,0.00171512,0.066829,0.0018201,0.0632957,0.00153297,0.497561,0.0307504,0.449083,0.0203684
615,2,336,78.9706,18.5606,0.0623626,0.000879059,0.0604735,0.00106128,0.0608137,0.00128714,0.0580076,0.00102727,0.486053,0.0274025,0.469615,0.00787136
616,2,1196,161.255,21.7417,0.0727886,0.00528735,0.0733811,0.00538332,0.0639382,0.00468389,0.070368,0.00460331,0.502977,0.0426914,0.438862,0.0246478
617,2,1315,179.355,24.4626,0.0800452,0.00356236,0.0827536,0.00331328,0.0751992,0.00319231,0.0785256,0.00311663,0.489373,0.0290262,0.461474,0.0143061
618,2,205,55.2132,14.8707,0.0801209,0.00130148,0.0813352,0.00138573,0.0740783,0.00120998,0.0787765,0.00128551,0.47034,0.0329496,0.464436,0.0121032
619,2,1899,248.569,32.5362,0.0732136,0.00434218,0.0712704,0.00453984,0.0700647,0.00503761,0.0683179,0.00458137,0.493378,0.0332187,0.457019,0.0111919
620,2,50,25.4142,12.9176,0.0717584,0.00210427,0.0710255,0.00258396,0.0657786,0.00281981,0.0679419,0.00320648,0.496235,0.0304896,0.459324,0.00531856
621,2,333,111.799,37.5346,0.0683018,0.0026611,0.066864,0.00276371,0.061353,0.00228914,0.0641797,0.00245685,0.483166,0.036661,0.46646,0.00290531
622,2,1258,195.598,30.4122,0.0714687,0.00214187,0.0686406,0.00279474,0.0672593,0.00352523,0.0659175,0.00235945,0.472699,0.0368959,0.461253,0.0142931
623,2,2880,494.551,84.924,0.0887717,0.0114158,0.0877222,0.0118844,0.0860873,0.0113649,0.0826765,0.011151,0.492595,0.0288073,0.454758,0.0159743
624,2,3581,306.066,26.1593,0.0688633,0.00253662,0.0671973,0.00305428,0.0689206,0.00326706,0.0628882,0.00318528,0.487814,0.0306589,0.439425,0.0289472
625,2,137,48.9706,17.5045,0.0707073,0.00122169,0.074256,0.000891402,0.0588983,0.00107842,0.0697456,0.00189219,0.487792,0.0287249,0.468041,0.00624431
626,2,164,78.7279,37.7932,0.0683228,0.00243616,0.0747223,0.00224255,0.063775,0.00241873,0.0727029,0.00214727,0.493639,0.0256306,0.468977,0.00737959
627,2,1843,235.054,29.9785,0.0771924,0.00374156,0.0833012,0.00401606,0.069787,0.00416891,0.0801048,0.00454745,0.494258,0.0263622,0.451621,0.0166474
628,2,4872,420.894,36.3613,0.0755808,0.00639493,0.0808327,0.00715482,0.0674365,0.00690015,0.0780322,0.00670689,0.494066,0.0304942,0.437293,0.0332003
629,2,3225,254.711,20.1171,0.0630153,0.000761132,0.0606795,0.000776789,0.0616904,0.000979879,0.0573069,0.000740498,0.473119,0.0378853,0.447987,0.0236665
630,2,360,80.3848,17.9492,0.0609912,0.00182039,0.0592675,0.00173065,0.0590997,0.00169626,0.0569111,0.00192017,0.284052,0.0302992,0.410792,0.00955681
631,2,726,119.941,19.8153,0.0710552,0.00137464,0.0765689,0.00126937,0.064045,0.00133899,0.0737397,0.00194239,0.503684,0.0299942,0.451,0.017368
632,2,134,56.4853,23.8104,0.100641,0.0197454,0.101141,0.0166638,0.0788965,0.0134785,0.0889043,0.0144997,0.486714,0.0293294,0.466166,0.0109975
633,2,529,110.971,23.2788,0.0658202,0.000766899,0.0635706,0.00074135,0.0631844,0.00100598,0.0619007,0.000570862,0.479729,0.0358791,0.459779,0.015128
634,2,250,97.5563,38.069,0.0644734,0.000604655,0.062376,0.000668025,0.0617344,0.000860122,0.0611523,0.000723843,0.484878,0.0319566,0.453,0.0143302
635,2,11993,999.345,83.2728,0.0692679,0.0165132,0.0731208,0.0143092,0.0589526,0.0109596,0.0680011,0.0116831,0.496435,0.0303873,0.444545,0.0240558
636,2,75,30.8284,12.6719,0.0659053,0.000616625,0.0639991,0.000631134,0.0638149,0.000966031,0.0626552,0.000535915,0.482562,0.0204011,0.469009,0.0090378
637,2,88,46.8284,24.9193,0.063235,0.00290017,0.0668401,0.00162762,0.0566859,0.00392707,0.0648052,0.00160974,0.450847,0.0261698,0.48188,0.00426672
638,2,985,172.669,30.2686,0.111491,0.0076595,0.113604,0.0080224,0.114472,0.00787661,0.106497,0.00732635,0.482986,0.0316454,0.472726,0.00947436
639,2,1707,203.74,24.3175,0.0801761,0.0272225,0.0855375,0.0240867,0.0675986,0.018851,0.0735897,0.0198597,0.492255,0.0300555,0.451796,0.0154666
640,2,658,149.841,34.1219,0.0907566,0.00398571,0.0920607,0.0051168,0.093941,0.0061713,0.086516,0.00551481,0.489463,0.0265939,0.473959,0.0057949
641,2,2112,198.125,18.5859,0.0797049,0.00714166,0.0823494,0.00684047,0.0831812,0.00632022,0.0779454,0.00576853,0.495573,0.0314513,0.431034,0.034728
642,2,273,68.6274,17.2517,0.0699424,0.00128156,0.0685026,0.000973207,0.0672386,0.00119268,0.061457,0.000905917,0.46987,0.0206105,0.472082,0.00766421
643,2,893,123.841,17.1741,0.0686029,0.00195599,0.0661426,0.00217793,0.0663817,0.00221319,0.0614421,0.00273276,0.436844,0.0312084,0.461805,0.0148516
644,2,16921,1201.47,85.31,0.0733783,0.0215331,0.0793818,0.0191655,0.0639808,0.0147113,0.0710567,0.0146379,0.502186,0.0334219,0.423654,0.0264623
645,2,1558,213.539,29.2676,0.165284,0.0156263,0.161099,0.0170795,0.152005,0.0203358,0.147891,0.0176422,0.484654,0.0262435,0.47688,0.0104181
646,2,96,47.4142,23.4178,0.0651653,0.000598034,0.0631599,0.00104732,0.0624447,0.000908759,0.0617245,0.00102493,0.391789,0.0354485,0.447565,0.0119342
647,2,117,41.0711,14.4174,0.0941705,0.00174021,0.0959851,0.00265859,0.0954749,0.00392364,0.0888937,0.00329617,0.485738,0.0291392,0.469392,0.00961951
648,2,405,132.527,43.3664,0.0643599,0.000755075,0.0650069,0.000851069,0.0590539,0.00114079,0.0636501,0.000744492,0.493585,0.0309408,0.452486,0.0123661
649,2,426,106.042,26.3963,0.07344,0.00247862,0.0708988,0.0030564,0.0703082,0.003597,0.0666982,0.00307645,0.296088,0.0288316,0.422345,0.00882359
650,2,454,93.799,19.3794,0.0676446,0.00115384,0.0675591,0.00110157,0.0619042,0.0013841,0.0659662,0.000980244,0.497452,0.0277613,0.436674,0.0233331
651,2,623,145.355,33.9136,0.104506,0.0116073,0.102194,0.0116955,0.0982947,0.0131459,0.0976358,0.0108608,0.470097,0.0349968,0.464275,0.0194372
652,2,300,69.799,16.2397,0.0821962,0.00509918,0.0724127,0.00809445,0.0575924,0.00639086,0.0676725,0.00717987,0.488497,0.0227402,0.432658,0.0205004
653,2,142,48.4853,16.5551,0.163163,0.00263712,0.171499,0.0026458,0.182389,0.00735066,0.166747,0.00351586,0.487711,0.0266115,0.486249,0.00258747
654,2,1748,348.468,69.4679,0.071086,0.00594062,0.0731152,0.00488119,0.059512,0.00617397,0.0677824,0.00576335,0.48083,0.0357328,0.419839,0.0380808
655,2,73,31.0711,13.2248,0.151108,0.00729046,0.155204,0.00575165,0.158358,0.00519166,0.148488,0.00610464,0.313672,0.0161559,0.435857,0.00337806
656,2,175,88.7279,44.9865,0.0826578,0.0125638,0.0832217,0.00970111,0.0656994,0.00735143,0.0786258,0.00973663,0.494028,0.0266863,0.455753,0.0235136
657,2,104,53.0711,27.0821,0.118707,0.0108287,0.110089,0.0112788,0.0863557,0.00571212,0.105237,0.00969926,0.497134,0.0240407,0.382861,0.0124874
658,2,153,69.6569,31.7129,0.125724,0.0104412,0.114905,0.0149796,0.0883146,0.0108399,0.106771,0.015151,0.494066,0.0316691,0.448022,0.0190215
659,2,185,63.8995,22.0711,0.0599442,0.00131618,0.0604559,0.00102757,0.0481389,0.000956033,0.0586568,0.00153358,0.473937,0.0358202,0.32469,0.00698058
660,2,138,71.6569,37.208,0.0756674,0.0259091,0.0789221,0.0254522,0.0637609,0.0221615,0.0762429,0.0226871,0.485394,0.0269057,0.4481,0.0184232
661,2,12224,1332.06,145.155,0.0766404,0.021492,0.0794695,0.0182513,0.0626785,0.0146462,0.0742529,0.0164396,0.497196,0.0314346,0.4063,0.0339988
662,2,148,59.3137,23.7711,0.0624211,0.00125388,0.057996,0.00118621,0.0552414,0.00152795,0.0559674,0.00123178,0.421012,0.0519476,0.466947,0.0131229
663,2,472,106.87,24.1975,0.07402,0.0306334,0.0709418,0.0331657,0.0691138,0.034308,0.0669969,0.0331002,0.485585,0.0337203,0.470511,0.00874871
664,2,70,33.4142,15.9501,0.163593,0.00191416,0.164641,0.00134323,0.16693,0.00271727,0.156112,0.00137944,0.291989,0.0303958,0.421332,0.00536128
665,2,2661,300.426,33.9181,0.0581303,0.0146061,0.0576239,0.0143555,0.0479422,0.0154486,0.0526102,0.0159299,0.494813,0.0360059,0.376385,0.0362985
666,2,94,36.4853,14.1614,0.0608808,0.00051984,0.0587362,0.000571086,0.0581618,0.000852112,0.0543075,0.00046197,0.4466,0.017583,0.481383,0.0042604
667,2,1298,255.397,50.2524,0.0775874,0.0111029,0.0779223,0.0122583,0.0771787,0.0134024,0.0753449,0.0116159,0.487269,0.0345956,0.467221,0.00874502
668,2,3352,341.782,34.8493,0.152619,0.0156881,0.153422,0.0166156,0.152927,0.0173727,0.149109,0.0160176,0.491986,0.0433568,0.439963,0.0326938
669,2,721,120.627,20.1817,0.0984633,0.00509343,0.0948221,0.00614553,0.0893719,0.00636185,0.0913541,0.00550202,0.50046,0.0269797,0.456798,0.0115262
670,2,589,135.456,31.1516,0.0987071,0.0106893,0.0939313,0.0120789,0.0847064,0.0140255,0.0889349,0.0113662,0.500802,0.0329882,0.456362,0.0176569
671,2,462,94.8701,19.4812,0.0610135,0.00232691,0.0621852,0.00238477,0.0482279,0.00145259,0.0589116,0.00161424,0.481309,0.0261902,0.440242,0.0244201
672,2,71,30.8284,13.3858,0.0767332,0.00108449,0.0678091,0.00318141,0.0541384,0.0031828,0.0658468,0.00269345,0.498536,0.0331055,0.437667,0.0149243
673,2,213,61.0711,17.5102,0.153771,0.00867474,0.146013,0.00958728,0.136844,0.00793311,0.138861,0.00778365,0.493805,0.0283039,0.481823,0.0042821
674,2,82,32.4853,12.8694,0.0611934,0.00219919,0.0626572,0.00165166,0.0479009,0.00106575,0.060104,0.00185724,0.464802,0.0331583,0.463991,0.00797063
675,2,1077,241.154,53.9976,0.0583519,0.00415203,0.0590253,0.00428161,0.0466634,0.00270039,0.0564351,0.00325243,0.501735,0.0360422,0.440551,0.0178628
676,2,64,28.8284,12.9856,0.0772879,0.000844536,0.0757438,0.000879146,0.0766281,0.00110435,0.0720186,0.000889184,0.296446,0.0178867,0.428421,0.00723782
677,2,1381,152.184,16.7704,0.116915,0.0255232,0.101019,0.0243342,0.0839442,0.022238,0.0938853,0.021381,0.491996,0.0365755,0.456025,0.0181739
678,2,280,76.6274,20.9706,0.0514312,0.000826796,0.0525122,0.000817289,0.0420798,0.000872487,0.0497122,0.00329082,0.494636,0.0215254,0.468847,0.00450674
679,2,2085,304.225,44.39,0.0537678,0.00120263,0.0543999,0.00137435,0.0443708,0.00116143,0.0523885,0.00191174,0.492404,0.0296035,0.404274,0.0223537
680,2,1840,265.154,38.2102,0.0553086,0.00265202,0.0556265,0.00229997,0.0456317,0.00225819,0.0515048,0.00392801,0.488832,0.0297313,0.435253,0.0191858
681,2,6526,683.546,71.596,0.0593896,0.00437945,0.0613029,0.00381842,0.0479744,0.00292331,0.0571237,0.00419751,0.503085,0.0299405,0.34367,0.0213901
682,2,7477,937.831,117.631,0.0613377,0.003125,0.0633061,0.00262669,0.0494861,0.00211622,0.0600581,0.00338898,0.500917,0.036582,0.366441,0.0663753
683,2,65,29.6569,13.5312,0.148438,0.00540713,0.15312,0.00409675,0.158985,0.00432375,0.14923,0.00343087,0.286818,0.0136694,0.414449,0.0118685
684,2,1166,213.196,38.9816,0.0625619,0.00586523,0.0628927,0.00342782,0.0474439,0.00142967,0.0598304,0.00267639,0.502116,0.0312407,0.299818,0.0204479
685,2,10141,823.605,66.8894,0.070592,0.00780156,0.0748079,0.00625312,0.0589658,0.00423909,0.0700844,0.00570692,0.491896,0.0384995,0.40887,0.0413737
686,2,1664,246.468,36.5063,0.0721341,0.00676491,0.072128,0.00635488,0.0712378,0.00597028,0.0692086,0.0061322,0.258204,0.02414,0.401848,0.0142322
687,2,2295,310.61,42.0386,0.0572854,0.00198803,0.0582729,0.00167483,0.0467585,0.00104499,0.0563178,0.00167337,0.498398,0.0280725,0.40151,0.0436287
688,2,1155,270.711,63.4496,0.0614715,0.00363568,0.0605491,0.00227807,0.0482981,0.00157265,0.0585161,0.00379521,0.494063,0.0283756,0.415918,0.034221
689,2,50,30.8284,19.0078,0.0672258,0.00158268,0.0650746,0.00113663,0.0514731,0.00131786,0.0636455,0.00134674,0.495059,0.0152197,0.421892,0.00591516
690,2,52,25.4142,12.4208,0.0653855,0.00167141,0.063638,0.00115116,0.049518,0.000765475,0.0619854,0.00136496,0.486199,0.0196604,0.443867,0.00923197
691,2,133,67.6569,34.4169,0.066006,0.00174272,0.0660424,0.00205584,0.0636429,0.00238079,0.0648719,0.00179634,0.273036,0.0257563,0.405151,0.0180849
692,2,86,38.8284,17.5308,0.0694511,0.00113245,0.0695082,0.00115414,0.0670705,0.0015612,0.068236,0.00113861,0.271728,0.0263465,0.413262,0.00323558
693,2,219,79.3137,28.7245,0.0678704,0.00222227,0.0678343,0.0020459,0.0667496,0.00205391,0.065844,0.00214848,0.286615,0.0114266,0.428668,0.00371029
694,2,1866,229.882,28.3204,0.0668756,0.00128768,0.0670244,0.00135997,0.0629715,0.00153994,0.0613402,0.00139968,0.48862,0.034767,0.454426,0.019947
695,2,22220,1052.23,49.8287,0.0676939,0.00290037,0.0687816,0.00254385,0.0549774,0.00155884,0.0653609,0.00246,0.489854,0.0315736,0.343222,0.0552388
696,2,34886,2654.56,201.992,0.072393,0.00689995,0.0759661,0.00627404,0.0614095,0.00516882,0.0718945,0.00595638,0.487053,0.0358569,0.382356,0.0632966
697,2,70,28.8284,11.8725,0.0651833,0.00079004,0.0645173,0.000812636,0.0595245,0.00105857,0.059744,0.000732047,0.483137,0.0256693,0.470367,0.00574386
698,2,1070,220.77,45.5506,0.0715068,0.00475038,0.0702927,0.00420262,0.0568552,0.00610512,0.0683145,0.00380516,0.492751,0.0672825,0.318193,0.0453821
699,2,320,85.3137,22.7451,0.0642327,0.00222769,0.0636636,0.002051,0.0521845,0.00148977,0.0621401,0.00236772,0.508664,0.0283009,0.367631,0.00624511
700,2,77,40.8284,21.6488,0.0654327,0.00141359,0.0653499,0.00108161,0.053041,0.000990431,0.0638505,0.00148039,0.488923,0.016156,0.381625,0.0589504
701,2,229,65.8995,18.9639,0.0744154,0.00218193,0.0749406,0.002428,0.0727905,0.00220546,0.0727466,0.00224576,0.23788,0.025316,0.405287,0.00618574
702,2,316,79.8995,20.2023,0.0799859,0.00545804,0.0771093,0.00305589,0.0586727,0.00207552,0.0712829,0.00490006,0.495805,0.0415603,0.419026,0.00993299
703,2,462,118.284,30.2839,0.069275,0.00497773,0.0695502,0.00491097,0.0684762,0.0048057,0.0665098,0.00573714,0.249028,0.0196634,0.39059,0.0157674
